REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME,,,,,,,,,,,,,,,
EXP35315-125858,04-03-23 20.23.29,04-03-23 20.23.29,BJXM1585178,20,L,05-03-23 12.34.50,,,,,,,,,,,,,,,
EXP35315-125858,04-03-23 20.23.29,04-03-23 20.23.29,RYZW7038526,20,L,05-03-23 12.30.55,,,,,,,,,,,,,,,
EXP35315-125858,04-03-23 20.23.29,04-03-23 20.23.29,ZZFV7026347,20,L,05-03-23 12.32.24,,,,,,,,,,,,,,,
EFS34964,05-03-23 09.29.54,08-03-23 09.29.54,PCLM5292132,20,E,05-03-23 10.15.24,,,,,,,,,,,,,,,
EFS34964,05-03-23 09.29.54,08-03-23 09.29.54,WFOG8970298,20,E,05-03-23 09.25.53,,,,,,,,,,,,,,,
EFS17343-234598-420100,28-02-23 06.23.32,03-03-23 06.23.32,HTHS1455678,40,L,07-03-23 00.00.55,,,,,,,,,,,,,,,
EFS17536,07-03-23 19.25.34,10-03-23 19.25.34,ORRL1280850,40,E,07-03-23 18.28.36,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,XPTQ2061446,20,L,09-03-23 11.13.20,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,YWYR3072677,20,L,09-03-23 11.13.08,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,AZJW4697883,20,L,09-03-23 11.12.17,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,DKCA2515356,20,L,09-03-23 11.14.21,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,URKS6704310,20,L,09-03-23 11.14.43,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,WJBW9452241,20,L,09-03-23 11.12.34,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,QKHH6637665,20,L,09-03-23 11.14.09,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,NJVI3607106,20,L,09-03-23 11.10.16,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,SICC8846494,20,L,09-03-23 11.03.05,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,ZRDZ0729909,20,L,09-03-23 11.15.19,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,KXFJ2038714,20,L,09-03-23 11.08.49,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,ZCRW6005742,20,L,09-03-23 11.10.32,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,CCVY0925134,20,L,09-03-23 11.02.50,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,RRMJ7845075,20,L,09-03-23 11.14.57,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,UJOF5877956,20,L,09-03-23 11.04.26,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,ISAD8300037,20,L,09-03-23 11.12.56,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,XXFD0057642,20,L,09-03-23 11.11.58,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,MRBW2451514,20,L,09-03-23 11.13.57,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,HSSS3004868,20,L,09-03-23 11.09.03,,,,,,,,,,,,,,,
EXP35309-125853,07-03-23 19.25.46,07-03-23 19.25.46,SCMP3896288,20,L,09-03-23 11.14.32,,,,,,,,,,,,,,,
EXP35388-126025,07-03-23 19.35.32,07-03-23 19.35.32,YACH3082404,20,L,08-03-23 09.04.15,,,,,,,,,,,,,,,
EXP35388-126025,07-03-23 19.35.32,07-03-23 19.35.32,XPZJ6702408,20,L,08-03-23 08.58.27,,,,,,,,,,,,,,,
EXP35388-126025,07-03-23 19.35.32,07-03-23 19.35.32,HESA6524141,20,L,08-03-23 08.53.38,,,,,,,,,,,,,,,
EFS17537-234769-409858,07-03-23 19.29.01,10-03-23 19.29.01,BSQK9600629,40,L,09-03-23 21.15.57,,,,,,,,,,,,,,,
MTZEFS17555,09-03-23 03.05.07,12-03-23 03.05.07,MTUV0212935,20,E,09-03-23 01.38.59,,,,,,,,,,,,,,,
MTZEFS17563,09-03-23 08.11.24,12-03-23 08.11.24,FUJG5479961,20,E,09-03-23 06.42.14,,,,,,,,,,,,,,,
EXP35490-126286,09-03-23 18.13.48,09-03-23 18.13.48,DNOX8164176,40,L,16-03-23 10.08.21,,,,,,,,,,,,,,,
EXP35334-125929,09-03-23 19.23.09,09-03-23 19.23.09,PHRK8534710,40,L,10-03-23 11.32.34,,,,,,,,,,,,,,,
EXP35378-126015,09-03-23 19.37.55,09-03-23 19.37.55,SHUW9641945,40,L,10-03-23 17.10.02,,,,,,,,,,,,,,,
EXP35378-126015,09-03-23 19.37.55,09-03-23 19.37.55,JVDK4646411,40,L,10-03-23 17.14.34,,,,,,,,,,,,,,,
IGOJO15028,13-03-23 15.59.40,16-03-23 15.59.40,DEUY1880962,20,L,19-03-23 02.28.30,,,,,,,,,,,,,,,
IGOJO15028,13-03-23 15.59.40,16-03-23 15.59.40,IWOG9672486,20,L,15-03-23 23.15.23,,,,,,,,,,,,,,,
IGOJO15028,13-03-23 15.59.40,16-03-23 15.59.40,MLXS0322078,20,L,17-03-23 22.16.37,,,,,,,,,,,,,,,
IGOJO15028,13-03-23 15.59.40,16-03-23 15.59.40,LHVT0745938,20,L,18-03-23 20.41.43,,,,,,,,,,,,,,,
IGOJO15028,13-03-23 15.59.40,16-03-23 15.59.40,KPKE0848636,20,L,17-03-23 08.04.22,,,,,,,,,,,,,,,
IGOJO15030,13-03-23 16.07.45,16-03-23 16.07.45,EXMR6654624,20,L,17-03-23 05.51.55,,,,,,,,,,,,,,,
IGOJO15030,13-03-23 16.07.45,16-03-23 16.07.45,UYEO6161010,20,L,18-03-23 00.23.59,,,,,,,,,,,,,,,
IGOJO15030,13-03-23 16.07.45,16-03-23 16.07.45,PIOH4516610,20,L,19-03-23 03.01.22,,,,,,,,,,,,,,,
IGOJO15030,13-03-23 16.07.45,16-03-23 16.07.45,DZTR7716902,20,L,19-03-23 23.22.35,,,,,,,,,,,,,,,
IGOJO03414,13-03-23 17.18.53,16-03-23 17.18.53,WKAK3142555,20,L,13-03-23 19.58.47,,,,,,,,,,,,,,,
IGOJO03414,13-03-23 17.18.53,16-03-23 17.18.53,TLJN9790055,20,L,13-03-23 19.58.27,,,,,,,,,,,,,,,
IGOJO03414,13-03-23 17.18.53,16-03-23 17.18.53,RMQQ5954960,20,L,13-03-23 19.57.19,,,,,,,,,,,,,,,
IGOJO03414,13-03-23 17.18.53,16-03-23 17.18.53,EDWP5437644,20,,13-03-23 19.58.04,,,,,,,,,,,,,,,
IGOJO03414,13-03-23 17.18.53,16-03-23 17.18.53,USLB5083753,20,,13-03-23 19.57.42,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,VEXM9417440,20,L,13-03-23 20.11.57,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,VQTW0060897,20,L,13-03-23 20.11.06,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,OQIE1072434,20,L,13-03-23 20.06.52,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,OGWT6189216,20,L,13-03-23 20.06.05,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,SJKG9784318,20,L,13-03-23 20.11.37,,,,,,,,,,,,,,,
IGOJO03415,13-03-23 17.25.37,16-03-23 17.25.37,GNUF5959539,20,L,13-03-23 20.06.28,,,,,,,,,,,,,,,
IGOJO15044,13-03-23 17.32.53,16-03-23 17.32.53,THVW9455044,20,L,13-03-23 19.23.50,,,,,,,,,,,,,,,
IGOJO15044,13-03-23 17.32.53,16-03-23 17.32.53,GCRA4237535,20,L,17-03-23 02.32.47,,,,,,,,,,,,,,,
IGOJO03418,13-03-23 17.35.35,16-03-23 17.35.35,TTNM9268133,40,L,17-03-23 13.01.05,,,,,,,,,,,,,,,
IGOJO03418,13-03-23 17.35.35,16-03-23 17.35.35,EMFZ2385340,40,L,17-03-23 13.24.02,,,,,,,,,,,,,,,
IGOJO03418,13-03-23 17.35.35,16-03-23 17.35.35,UCHZ9349461,40,L,17-03-23 13.01.39,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,FQWQ3864068,20,L,15-03-23 10.14.01,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,QQQE6602144,20,L,15-03-23 10.23.43,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,RJWO2607794,20,L,15-03-23 10.22.19,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,ARPZ0729957,20,L,15-03-23 10.14.33,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,ENUN2681751,20,L,15-03-23 10.19.32,,,,,,,,,,,,,,,
EXP35437-126146,13-03-23 18.02.08,13-03-23 18.02.08,AEUG9677257,20,L,15-03-23 10.10.48,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,XTKT5571622,20,L,15-03-23 10.19.04,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,GDPN1561457,20,L,15-03-23 10.18.39,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,ZVLM3291785,20,L,15-03-23 10.16.30,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,REMN1139603,20,L,15-03-23 10.18.12,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,FTCB1582973,20,L,15-03-23 10.19.59,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,AHHW0678006,20,L,15-03-23 09.47.03,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,QLDL6987740,20,L,15-03-23 09.49.25,,,,,,,,,,,,,,,
EXP35335-125932,13-03-23 18.16.28,13-03-23 18.16.28,DEJG4412678,20,L,15-03-23 10.22.01,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,BFGG8758761,40,L,14-03-23 23.20.13,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,OXDD2069456,40,L,15-03-23 03.09.06,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,DNGE2268554,40,L,15-03-23 03.33.54,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,UJBL0472045,40,L,15-03-23 07.29.09,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,UUSN1667460,40,L,14-03-23 03.10.14,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,KGAW9645558,40,L,14-03-23 03.09.06,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,GEWK3849414,40,L,15-03-23 05.47.20,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,BUTN9278911,40,L,15-03-23 01.52.16,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,MGDK7444839,40,L,15-03-23 02.26.55,,,,,,,,,,,,,,,
IGOJO15051,13-03-23 18.23.31,16-03-23 18.23.31,GMFR3447793,40,L,15-03-23 01.11.17,,,,,,,,,,,,,,,
IGOJO15057,13-03-23 18.56.19,16-03-23 18.56.19,HPIX0928711,40,L,18-03-23 04.07.28,,,,,,,,,,,,,,,
IGOJO15057,13-03-23 18.56.19,16-03-23 18.56.19,VFXN8886267,40,L,14-03-23 04.27.05,,,,,,,,,,,,,,,
IGOJO15059,13-03-23 19.18.04,16-03-23 19.18.04,CRPZ4617289,40,L,14-03-23 09.27.21,,,,,,,,,,,,,,,
IGOJO15059,13-03-23 19.18.04,16-03-23 19.18.04,LPNE5301583,40,L,14-03-23 09.43.28,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,KTPL9629135,20,L,07-03-23 13.26.52,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,FVME5881167,20,L,07-03-23 14.14.17,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,MNXD7194418,20,L,07-03-23 14.13.48,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,ASLE5133517,20,L,07-03-23 14.15.07,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,PWVN8294813,20,L,07-03-23 14.14.03,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,QZZO7806123,20,L,07-03-23 14.13.35,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,WTFW4406158,20,L,07-03-23 14.15.31,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,HBCI4191770,20,L,07-03-23 14.16.30,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,OWBN6523255,20,L,07-03-23 14.18.22,,,,,,,,,,,,,,,
EXP35227-125653,03-03-23 14.38.45,03-03-23 14.38.45,JTZL0285604,20,L,07-03-23 13.27.06,,,,,,,,,,,,,,,
EFS17318-234195-418791,26-02-23 04.59.35,01-03-23 04.59.35,XZZQ8273360,40,L,03-03-23 15.27.19,,,,,,,,,,,,,,,
ALO18202-125891-425022,28-02-23 03.45.01,03-03-23 03.45.01,ZLAG8250701,40,L,03-03-23 15.24.02,,,,,,,,,,,,,,,
EFS17298-234025-417024,25-02-23 05.55.48,28-02-23 05.55.48,ZLSB2058614,40,L,03-03-23 15.30.34,,,,,,,,,,,,,,,
EFS34927,03-03-23 21.04.35,06-03-23 21.04.35,QXPW3492948,20,E,04-03-23 15.07.03,,,,,,,,,,,,,,,
EFS34927,03-03-23 21.04.35,06-03-23 21.04.35,VOQH8164011,20,E,04-03-23 14.01.25,,,,,,,,,,,,,,,
EFS34927,03-03-23 21.04.35,06-03-23 21.04.35,BUKH9844521,20,E,04-03-23 15.07.03,,,,,,,,,,,,,,,
EFS34927,03-03-23 21.04.35,06-03-23 21.04.35,SGBB4494528,20,E,04-03-23 13.58.25,,,,,,,,,,,,,,,
EXP35225-125651,04-03-23 20.12.15,04-03-23 20.12.15,BYJO6456027,40,L,05-03-23 12.34.34,,,,,,,,,,,,,,,
EXP35225-125651,04-03-23 20.12.15,04-03-23 20.12.15,GIBH4625381,40,L,05-03-23 12.34.10,,,,,,,,,,,,,,,
EFS34965,05-03-23 09.36.41,08-03-23 09.36.41,PWSL2902346,40,E,05-03-23 12.19.14,,,,,,,,,,,,,,,
EFS34969,05-03-23 11.20.59,08-03-23 11.20.59,QTXI1608201,40,E,05-03-23 15.42.01,,,,,,,,,,,,,,,
EFS34969,05-03-23 11.20.59,08-03-23 11.20.59,BEYV9685468,40,E,05-03-23 12.19.24,,,,,,,,,,,,,,,
MTZEFS17503,06-03-23 01.47.53,09-03-23 01.47.53,EAJT2338963,20,E,06-03-23 00.19.16,,,,,,,,,,,,,,,
EFS17505,06-03-23 04.17.07,09-03-23 04.17.07,AQXO1871093,40,E,06-03-23 02.48.21,,,,,,,,,,,,,,,
EFS34993,06-03-23 13.41.53,09-03-23 13.41.53,VGNO1466934,20,E,06-03-23 15.07.58,,,,,,,,,,,,,,,
EFS34993,06-03-23 13.41.53,09-03-23 13.41.53,EDEZ5646584,20,E,06-03-23 15.08.32,,,,,,,,,,,,,,,
EFS34993,06-03-23 13.41.53,09-03-23 13.41.53,TWHG8194970,20,E,06-03-23 15.08.32,,,,,,,,,,,,,,,
EFS34993,06-03-23 13.41.53,09-03-23 13.41.53,FALN6210777,20,E,06-03-23 15.07.58,,,,,,,,,,,,,,,
IGOJO14898,07-03-23 14.52.41,10-03-23 14.52.41,WOEV4542248,40,L,09-03-23 13.42.00,,,,,,,,,,,,,,,
IGOJO14898,07-03-23 14.52.41,10-03-23 14.52.41,FNQZ2098328,40,L,07-03-23 15.33.43,,,,,,,,,,,,,,,
IGOJO14898,07-03-23 14.52.41,10-03-23 14.52.41,PDSU5304768,40,L,08-03-23 12.49.33,,,,,,,,,,,,,,,
MTZEFS17609,11-03-23 00.47.43,14-03-23 00.47.43,MEVY4673387,40,E,10-03-23 23.20.14,,,,,,,,,,,,,,,
MTZEFS17612,11-03-23 04.11.18,14-03-23 04.11.18,UVYA2944128,20,E,11-03-23 02.43.59,,,,,,,,,,,,,,,
MTZEFS17613,11-03-23 04.20.02,14-03-23 04.20.02,NKCY8444528,20,E,11-03-23 02.51.40,,,,,,,,,,,,,,,
MTZEFS17614,11-03-23 04.43.58,14-03-23 04.43.58,CWZC9445702,20,E,11-03-23 03.17.31,,,,,,,,,,,,,,,
MTZEFS17616,11-03-23 06.12.52,14-03-23 06.12.52,BUWQ5082625,20,E,11-03-23 04.46.05,,,,,,,,,,,,,,,
EFS17419,03-03-23 01.34.23,06-03-23 01.34.23,YOFV8685718,20,E,03-03-23 00.05.49,,,,,,,,,,,,,,,
MTZEFS17446,03-03-23 08.22.55,06-03-23 08.22.55,OIQT2414859,40,E,03-03-23 06.56.07,,,,,,,,,,,,,,,
MTZEFS17452,03-03-23 13.45.31,06-03-23 13.45.31,KRPH7960188,40,E,03-03-23 12.18.06,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,UESS5651417,20,,11-03-23 11.44.38,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,PKWL8984151,20,,11-03-23 11.44.16,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,EMIN4010270,20,,11-03-23 11.43.51,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,LBYY9694651,20,,11-03-23 11.45.13,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,BCDC7706234,20,,04-03-23 04.53.19,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,HWVA0998141,20,,11-03-23 11.44.57,,,,,,,,,,,,,,,
IGOJO14795,03-03-23 17.38.35,06-03-23 17.38.35,QLCF6474125,20,,11-03-23 11.43.26,,,,,,,,,,,,,,,
MTZEFS17464,04-03-23 02.11.12,07-03-23 02.11.12,YQLD4620811,40,E,04-03-23 00.42.30,,,,,,,,,,,,,,,
EFS17472,04-03-23 04.04.51,07-03-23 04.04.51,ZDQT5421467,40,E,04-03-23 02.36.09,,,,,,,,,,,,,,,
MTZEFS17477,04-03-23 05.25.12,07-03-23 05.25.12,RFPZ3088225,20,E,04-03-23 03.56.26,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,YJJI7482930,20,E,06-03-23 10.11.17,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,MPVX0178123,20,E,05-03-23 03.11.01,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,ZAFO1633007,20,E,04-03-23 15.06.43,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,FNFO6570449,20,E,05-03-23 03.11.01,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,UMQX9297115,20,E,04-03-23 15.06.43,,,,,,,,,,,,,,,
EFS34935,04-03-23 14.46.54,07-03-23 14.46.54,KKCE2036562,20,E,06-03-23 10.11.17,,,,,,,,,,,,,,,
MTZEFS17495,05-03-23 06.15.54,08-03-23 06.15.54,ZTPW4122275,20,E,05-03-23 04.48.27,,,,,,,,,,,,,,,
EFS34967,05-03-23 11.13.11,08-03-23 11.13.11,EDJO5071019,20,E,05-03-23 15.12.55,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,KMBB7964284,20,L,15-03-23 10.23.32,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,XQUG5533910,20,L,15-03-23 10.16.06,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,OVWE7225090,20,L,15-03-23 10.22.46,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,ZHUT8808319,20,L,15-03-23 10.19.21,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,LBWG3735367,20,L,15-03-23 10.11.00,,,,,,,,,,,,,,,
EXP35524-126382,13-03-23 20.37.23,13-03-23 20.37.23,ALHI0670169,20,L,15-03-23 09.52.22,,,,,,,,,,,,,,,
EFS35156,13-03-23 20.37.43,16-03-23 20.37.43,YMPU3561456,20,E,14-03-23 07.21.13,,,,,,,,,,,,,,,
EFS35156,13-03-23 20.37.43,16-03-23 20.37.43,FXAO2618706,20,E,14-03-23 07.20.59,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,QMAC6543018,20,E,13-03-23 23.49.03,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,BFNH4377592,20,E,14-03-23 03.13.46,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,RZXV3444703,20,E,14-03-23 09.35.44,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,BFJF5930203,20,E,13-03-23 22.12.24,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,WXWO0978310,20,E,14-03-23 09.36.53,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,CAUU4268356,20,E,13-03-23 22.31.54,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,BQUW7472174,20,E,14-03-23 03.40.21,,,,,,,,,,,,,,,
EFS35157,13-03-23 20.40.13,16-03-23 20.40.13,LFPI2788230,20,E,14-03-23 04.48.53,,,,,,,,,,,,,,,
EFS35158,13-03-23 20.41.59,16-03-23 20.41.59,CQRX3675794,20,E,14-03-23 01.44.09,,,,,,,,,,,,,,,
IGOJO15064,13-03-23 21.03.22,16-03-23 21.03.22,PWCV2634783,20,L,13-03-23 23.19.31,,,,,,,,,,,,,,,
IGOJO15064,13-03-23 21.03.22,16-03-23 21.03.22,WFPU2777109,20,L,14-03-23 21.33.41,,,,,,,,,,,,,,,
IGOJO15064,13-03-23 21.03.22,16-03-23 21.03.22,XRXB3930042,20,L,13-03-23 23.32.33,,,,,,,,,,,,,,,
IGOJO15064,13-03-23 21.03.22,16-03-23 21.03.22,LBCG8655935,20,L,14-03-23 20.58.26,,,,,,,,,,,,,,,
EFS17659,14-03-23 01.20.40,17-03-23 01.20.40,SIDP2734078,40,E,13-03-23 23.51.39,,,,,,,,,,,,,,,
MTZEFS17660,14-03-23 01.30.30,17-03-23 01.30.30,LTKR4836762,40,E,14-03-23 00.01.47,,,,,,,,,,,,,,,
EFS35167,14-03-23 02.56.41,17-03-23 02.56.41,EWJD8652487,40,E,14-03-23 15.22.47,,,,,,,,,,,,,,,
EFS17664,14-03-23 03.09.32,17-03-23 03.09.32,KKXX6857896,20,E,14-03-23 01.40.42,,,,,,,,,,,,,,,
EFS17665,14-03-23 03.20.32,17-03-23 03.20.32,YNWI5039768,40,E,14-03-23 01.51.32,,,,,,,,,,,,,,,
MTZEFS17670,14-03-23 07.53.19,17-03-23 07.53.19,QDBC6144386,20,E,14-03-23 06.24.28,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,AQEX6124966,20,L,09-03-23 11.09.38,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,DUZK4551569,20,L,09-03-23 11.03.33,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,JWTE6282670,20,L,09-03-23 11.04.03,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,DNNB9924491,20,L,09-03-23 11.03.17,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,WKEK5456399,20,L,09-03-23 11.09.15,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,NHHA5422304,20,L,09-03-23 11.09.27,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,SJUW0711072,20,L,09-03-23 11.03.50,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,NBAR4977407,20,L,09-03-23 11.12.44,,,,,,,,,,,,,,,
EXP35440-126157,07-03-23 18.25.15,07-03-23 18.25.15,BGCW8055125,20,L,09-03-23 11.04.14,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,QONN2686224,20,L,08-03-23 08.51.25,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,QDGW2107240,20,L,08-03-23 08.51.49,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,TNTA4512826,20,L,08-03-23 08.52.59,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,VXHL8948522,20,L,08-03-23 08.59.16,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,GEQH7348839,20,L,08-03-23 08.50.59,,,,,,,,,,,,,,,
EXP35409-126045,07-03-23 18.33.19,07-03-23 18.33.19,GPYG9735022,20,L,08-03-23 08.55.52,,,,,,,,,,,,,,,
EXP35250-125723,07-03-23 19.28.04,07-03-23 19.28.04,LBLA0387180,40,L,08-03-23 09.03.29,,,,,,,,,,,,,,,
EFS35036,07-03-23 22.48.57,10-03-23 22.48.57,XGUL7412708,20,E,07-03-23 23.50.48,,,,,,,,,,,,,,,
MTZEFS17539,08-03-23 01.43.13,11-03-23 01.43.13,DVYW3030267,40,E,08-03-23 00.14.30,,,,,,,,,,,,,,,
EFS17446-235365-415742,03-03-23 08.22.55,06-03-23 08.22.55,BCXE0694072,40,L,09-03-23 21.11.47,,,,,,,,,,,,,,,
EFS17530-234673-420169,07-03-23 18.39.43,10-03-23 18.39.43,PFTS9834244,40,L,09-03-23 21.12.12,,,,,,,,,,,,,,,
MTZEFS17561,09-03-23 07.08.01,12-03-23 07.08.01,ITRI0537214,20,E,09-03-23 05.41.27,,,,,,,,,,,,,,,
